13.29135244;0.30948067
14.91163933;1.1513519
14.02815556;0.62922
11.70571804;-0.06718922
11.58332721;-0.1062994
15.04708238;1.0153313
14.58144047;0.8236561
13.88580454;1.2318163
13.37113639;0.5064955
14.05443087;0.62923145
15.45191867;1.4482307
15.13200462;1.3502731
12.32627664;0.19382
15.1052658;1.2977295
13.66303179;0.6718788
14.41591784;0.7936468
13.49025871;0.5195198
13.22974825;0.20468616
14.88156963;1.1212711
13.68227933;0.8458538
14.68405941;0.86151314
13.25716185;0.15869331
15.17650229;1.0805111
14.28531142;0.8867035
13.12106149;0.656147
12.76015255;0.46875286
13.873165;0.6159487
15.14830461;1.3120289
13.89257146;0.6951351
12.30437695;0.1803999
13.1010823;0.09651947
14.34641869;0.82598114
12.34755084;-0.10379505
14.73306317;0.92575264
14.34857811;0.7341404
12.19842161;0.06332302
14.50271755;0.91118336
15.28983883;1.4689465
12.0676645;-0.27223682
14.56536627;0.9947052
15.56607495;1.1669083
16.02593367;1.50527
14.12454279;0.5975876
14.84213912;1.1551971
14.46697855;0.84498024
14.1691162;0.67819405
13.32937263;0.19097137
13.91132984;0.68980503
13.38248967;0.53005695
15.01204493;1.2447968
15.0272264;0.22682571
12.22387486;0.35705185
15.02347086;0.987772
15.13384454;1.0048466
15.24188967;1.2513084
13.25471435;0.9566994
15.3344329;1.2226791
14.72129577;1.0138416
12.66117292;0.15732002
14.68632266;1.1137829
13.66819775;0.4443035
13.36215901;0.7197161
14.7468564;1.0098419
14.46249364;0.8086271
13.86374177;0.45787907
11.44555174;-0.0688076
10.61549092;-0.3054018
12.0231226;0.29881477
13.73346177;0.5774536
14.86562101;1.1328812
12.06613154;0.110051155
15.12506778;1.269556
11.63408692;-0.0047359467
13.74070592;0.46883392
12.23915893;0.49288273
13.59330482;0.3149023
13.21428764;0.41867065
13.07016779;0.38471794
14.08052512;0.5747719
10.95821705;-0.2501564
14.39688798;0.8958225
13.75879908;0.6537342
11.92623414;0.25138855
12.9182267;0.23574257
13.53641096;0.56824493
11.68529982;-0.05842781
14.02648464;0.73114204
13.7263066;0.53051376
12.75703486;0.27111816
11.40667265;-0.11815357
12.91706531;0.41251183
15.44495005;1.601223
12.84633778;0.17555714
13.57774917;0.4606123
15.26248423;1.1711979
12.61296752;0.10624695
15.57007679;1.521658
15.3432921;1.4301567
14.37184613;0.88550377
